Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 6.304E+00, 4.075E+02, 1.336E+02, 2.825E+02, 6.577E+01, 2.167E+02, 8.426E+01, 1.069E+02, 1.699E+02, 6.266E+01, 1.040E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.537E+03
