s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 1.4821918E+002, 3.4403379E+001,-8.9616042E+000,-2.8208515E+001,-9.8750281E-002, 4.5601155E-001, 0.0000000E+000, 0.0000000E+000,-2.1076964E+000,-2.4094794E+000, 1.1896634E-003, 1.1896634E-003
 1.4880544E+002, 3.0601858E+001,-7.6614633E+000,-2.4914832E+001,-2.6648028E-003, 4.0212356E-001, 0.0000000E+000, 0.0000000E+000,-8.6198554E-001,-1.5749779E+000, 1.0352060E-003, 1.0352060E-003
 1.4942201E+002, 2.7028838E+001,-6.9673921E+000,-2.6790848E+001, 3.3118538E-002, 3.5998289E-001, 0.0000000E+000, 0.0000000E+000,-5.9457398E+000,-6.3363007E+000, 9.2689828E-004, 9.2689828E-004
 1.5000018E+002, 2.7302376E+001,-6.9357746E+000,-2.0746183E+001, 2.5291298E-001, 3.8352495E-001, 0.0000000E+000, 0.0000000E+000, 5.1871047E-001, 2.5685623E-001, 9.4759663E-004, 9.4759663E-004
 1.5060060E+002, 2.8059643E+001,-7.2994610E+000,-1.9266638E+001, 2.1448738E-001, 3.9241089E-001, 0.0000000E+000, 0.0000000E+000, 2.5028568E+000, 2.1004427E+000, 9.6817432E-004, 9.6817432E-004
 1.5120100E+002, 2.9143775E+001,-7.7317086E+000,-2.2534628E+001, 2.0297380E-001, 4.0844436E-001, 0.0000000E+000, 0.0000000E+000,-2.0340618E-001,-5.1114370E-001, 1.0329261E-003, 1.0329261E-003
 1.5180142E+002, 3.3415133E+001,-8.8098721E+000,-1.9719864E+001, 1.2812223E-001, 4.4119090E-001, 0.0000000E+000, 0.0000000E+000, 5.7287563E+000, 5.4547099E+000, 1.1491135E-003, 1.1491135E-003
 1.5240182E+002, 2.9458233E+001,-7.2770482E+000,-2.1849000E+001, 4.9692370E-002, 4.5334683E-001, 0.0000000E+000, 0.0000000E+000, 1.3380630E+000, 8.3522414E-001, 1.0585431E-003, 1.0585431E-003
 1.5300224E+002, 3.6542660E+001,-1.0049865E+001,-2.6364780E+001, 8.6890553E-002, 5.6313066E-001, 0.0000000E+000, 0.0000000E+000, 1.0164185E+000, 7.7803646E-001, 1.3654138E-003, 1.3654138E-003
 1.5360045E+002, 4.1204905E+001,-1.0816088E+001,-2.0299310E+001,-5.5998863E-002, 1.0411356E+000, 0.0000000E+000, 0.0000000E+000, 1.0359414E+001, 1.1074644E+001, 2.0881861E-003, 2.0881861E-003
 1.5420485E+002, 1.0685067E+002,-3.0132601E+001,-2.6530728E+001,-8.8921303E-001, 1.2562092E+000, 0.0000000E+000, 0.0000000E+000, 5.0853823E+001, 5.0554342E+001, 3.5240000E-003, 3.5240000E-003
 1.5480211E+002, 5.0727370E+001,-1.2305585E+001,-5.7598966E+001,-2.5473851E+000, 5.7690911E-001, 0.0000000E+000, 0.0000000E+000,-1.9501113E+001,-2.1147657E+001, 1.6002467E-003, 1.6002467E-003
 1.5542032E+002, 3.1579477E+001,-8.5275465E+000,-5.3291162E+001,-1.1398412E+000, 4.9649617E-001, 0.0000000E+000, 0.0000000E+000,-3.1027509E+001,-3.0882577E+001, 1.2800637E-003, 1.2800637E-003
 1.5600229E+002, 7.6989885E+001,-2.1163585E+001,-2.4197563E+001,-5.8433636E-002, 2.3315652E+000, 0.0000000E+000, 0.0000000E+000, 3.2328747E+001, 3.3901867E+001, 3.5546732E-003, 3.5546732E-003
 1.5660649E+002, 8.4696008E+001,-2.2345212E+001,-4.7100830E+001,-2.1194717E+000, 9.7211617E-001, 0.0000000E+000, 0.0000000E+000, 1.5962336E+001, 1.4102610E+001, 2.5545568E-003, 2.5545568E-003
 1.5721931E+002, 4.1027953E+001,-9.6601499E+000,-5.5113142E+001,-1.7514200E+000, 5.0221392E-001, 0.0000000E+000, 0.0000000E+000,-2.3853449E+001,-2.4994545E+001, 1.3872230E-003, 1.3872230E-003
 1.5780399E+002, 3.6149255E+001,-1.0111777E+001,-4.3940326E+001,-5.6456069E-001, 4.9520003E-001, 0.0000000E+000, 0.0000000E+000,-1.8070263E+001,-1.7972209E+001, 1.3315519E-003, 1.3315519E-003
 1.5840794E+002, 3.6826324E+001,-9.1587251E+000,-3.4723628E+001,-6.3656767E-002, 4.7740366E-001, 0.0000000E+000, 0.0000000E+000,-5.9515434E+000,-6.6422819E+000, 1.2198304E-003, 1.2198304E-003
 1.5900249E+002, 2.9879090E+001,-7.8380475E+000,-3.2652418E+001,-1.2815267E-001, 4.1182276E-001, 0.0000000E+000, 0.0000000E+000,-1.0151587E+001,-1.0327705E+001, 1.0600558E-003, 1.0600558E-003
 1.5962050E+002, 3.4066356E+001,-9.3377881E+000,-2.3871404E+001, 2.8442184E-001, 5.0935951E-001, 0.0000000E+000, 0.0000000E+000, 1.8924812E+000, 1.6509454E+000, 1.2458454E-003, 1.2458454E-003
 1.6021431E+002, 3.9040493E+001,-1.0249478E+001,-2.7340474E+001, 1.9830179E-001, 5.5828122E-001, 0.0000000E+000, 0.0000000E+000, 2.4511687E+000, 2.2071238E+000, 1.3489782E-003, 1.3489782E-003
 1.6080528E+002, 3.3898192E+001,-8.5526064E+000,-2.5094690E+001, 9.6525757E-002, 4.9514813E-001, 0.0000000E+000, 0.0000000E+000, 1.4488333E+000, 8.4256988E-001, 1.2523148E-003, 1.2523148E-003
 1.6140015E+002, 4.3084106E+001,-1.1701595E+001,-2.9346276E+001,-8.3723443E-002, 5.5288364E-001, 0.0000000E+000, 0.0000000E+000, 2.6433499E+000, 2.5053948E+000, 1.4209542E-003, 1.4209542E-003
 1.6201686E+002, 3.8006393E+001,-9.3630805E+000,-3.1068316E+001,-1.8632546E-001, 4.6221470E-001, 0.0000000E+000, 0.0000000E+000,-1.3026315E+000,-2.1491141E+000, 1.2365236E-003, 1.2365236E-003
 1.6260770E+002, 3.0853308E+001,-8.3375148E+000,-3.0434618E+001,-8.2679017E-002, 4.3658632E-001, 0.0000000E+000, 0.0000000E+000,-7.1792796E+000,-7.5649175E+000, 1.0953005E-003, 1.0953005E-003
 1.6321086E+002, 3.3102055E+001,-8.5715720E+000,-2.6014889E+001, 1.8507650E-001, 4.5936689E-001, 0.0000000E+000, 0.0000000E+000,-5.5683608E-001,-8.3996283E-001, 1.1430043E-003, 1.1430043E-003
 1.6381401E+002, 3.7956744E+001,-1.0211433E+001,-2.6930931E+001,-5.3047655E-002, 5.3418750E-001, 0.0000000E+000, 0.0000000E+000, 1.3845263E+000, 1.2955196E+000, 1.4063575E-003, 1.4063575E-003
 1.6441718E+002, 4.3691579E+001,-1.1656436E+001,-2.5274002E+001,-1.0652411E-001, 5.6396119E-001, 0.0000000E+000, 0.0000000E+000, 7.6546413E+000, 7.2185789E+000, 1.4386067E-003, 1.4386067E-003
 1.6500023E+002, 3.3676475E+001,-8.5037269E+000,-2.6542397E+001,-2.0602222E-001, 4.3699457E-001, 0.0000000E+000, 0.0000000E+000,-2.8283458E-001,-1.1386768E+000, 1.1113648E-003, 1.1113648E-003
 1.6560338E+002, 2.8651307E+001,-7.4536372E+000,-2.6371911E+001,-1.2881321E-001, 4.0375688E-001, 0.0000000E+000, 0.0000000E+000,-4.5671607E+000,-4.8992969E+000, 1.0270222E-003, 1.0270222E-003
 1.6620653E+002, 3.4448527E+001,-9.0925421E+000,-2.6023923E+001, 1.9107118E-002, 4.5870199E-001, 0.0000000E+000, 0.0000000E+000, 1.4346151E-001,-1.9012952E-001, 1.1864398E-003, 1.1864398E-003
 1.6680969E+002, 3.6010191E+001,-9.4737021E+000,-2.5687202E+001, 4.0952961E-002, 6.1275490E-001, 0.0000000E+000, 0.0000000E+000, 1.6496161E+000, 1.5029945E+000, 1.3177928E-003, 1.3177928E-003
 1.6740852E+002, 6.9435268E+001,-1.7940481E+001,-2.3435589E+001,-3.4368381E-002, 1.7154941E+000, 0.0000000E+000, 0.0000000E+000, 2.9766350E+001, 2.9740324E+001, 2.6332793E-003, 2.6332793E-003
 1.6801602E+002, 5.2476457E+001,-1.3435061E+001,-4.3022666E+001,-1.2725455E+000, 6.4016896E-001, 0.0000000E+000, 0.0000000E+000,-3.4770006E+000,-4.6136469E+000, 1.6250605E-003, 1.6250605E-003
 1.6860188E+002, 2.6613335E+001,-6.2301139E+000,-4.2093801E+001,-7.0355469E-001, 3.1366793E-001, 0.0000000E+000, 0.0000000E+000,-2.1191994E+001,-2.2100467E+001, 8.6481549E-004, 8.6481549E-004
 1.6920520E+002, 2.4290641E+001,-6.4368592E+000,-3.2622319E+001,-1.1855474E-001, 3.5260955E-001, 0.0000000E+000, 0.0000000E+000,-1.4561662E+001,-1.4534483E+001, 9.3354772E-004, 9.3354772E-004
 1.6980989E+002, 3.2595635E+001,-8.8414508E+000,-2.5990775E+001, 2.6306696E-001, 4.4126255E-001, 0.0000000E+000, 0.0000000E+000,-1.3021399E+000,-1.5322611E+000, 1.1164458E-003, 1.1164458E-003
 1.7040773E+002, 3.8912979E+001,-1.0389774E+001,-2.2494754E+001, 9.0107435E-002, 5.2274219E-001, 0.0000000E+000, 0.0000000E+000, 6.9047287E+000, 6.6413012E+000, 1.3330122E-003, 1.3330122E-003
 1.7100691E+002, 3.2239278E+001,-8.2653980E+000,-2.8194020E+001,-1.8508550E-001, 4.4394003E-001, 0.0000000E+000, 0.0000000E+000,-3.2278319E+000,-3.9612853E+000, 1.0993316E-003, 1.0993316E-003
 1.7161366E+002, 3.7926722E+001,-1.0450281E+001,-2.5949878E+001, 3.6156919E-002, 5.5236979E-001, 0.0000000E+000, 0.0000000E+000, 2.1142300E+000, 2.1150903E+000, 1.3390645E-003, 1.3390645E-003
 1.7220242E+002, 4.1066701E+001,-1.0539885E+001,-2.3036769E+001,-7.5062314E-002, 5.1154281E-001, 0.0000000E+000, 0.0000000E+000, 8.5920444E+000, 7.9265280E+000, 1.3106316E-003, 1.3106316E-003
 1.7281320E+002, 2.8397483E+001,-7.0065218E+000,-3.2008003E+001,-3.4395759E-001, 3.6195276E-001, 0.0000000E+000, 0.0000000E+000,-9.7696705E+000,-1.0599047E+001, 9.4010403E-004, 9.4010403E-004
 1.7341801E+002, 3.3191017E+001,-8.9951832E+000,-2.9445846E+001, 1.0005456E-001, 5.2595840E-001, 0.0000000E+000, 0.0000000E+000,-4.8127928E+000,-4.6239993E+000, 1.2630532E-003, 1.2630532E-003
 1.7401982E+002, 4.7122528E+001,-1.2785988E+001,-2.2133228E+001, 5.9416504E-002, 7.2748232E-001, 0.0000000E+000, 0.0000000E+000, 1.3227054E+001, 1.2990211E+001, 1.6473603E-003, 1.6473603E-003
 1.7460358E+002, 8.2356524E+001,-2.0448369E+001,-2.0979111E+001, 1.3759746E-001, 3.5187020E+000, 0.0000000E+000, 0.0000000E+000, 4.2777297E+001, 4.4585343E+001, 4.5052532E-003, 4.5052532E-003
 1.7520341E+002, 1.5555567E+002,-4.2699833E+001,-4.8676457E+001,-2.6912569E+000, 1.8096251E+000, 0.0000000E+000, 0.0000000E+000, 6.4348138E+001, 6.3297747E+001, 5.0639431E-003, 5.0639431E-003
 1.7580554E+002, 5.6600567E+001,-1.4267973E+001,-8.2424595E+001,-4.5066057E+000, 5.2704843E-001, 0.0000000E+000, 0.0000000E+000,-4.1447011E+001,-4.4071558E+001, 1.5109727E-003, 1.5109727E-003
 1.7641776E+002, 2.6035694E+001,-6.7888199E+000,-6.9096034E+001,-1.5646415E+000, 3.5998541E-001, 0.0000000E+000, 0.0000000E+000,-5.0890159E+001,-5.1053816E+001, 9.4006353E-004, 9.4006353E-004
 1.7700160E+002, 2.9936563E+001,-7.8393210E+000,-4.0534634E+001,-7.2173622E-002, 4.2183243E-001, 0.0000000E+000, 0.0000000E+000,-1.8082812E+001,-1.8087733E+001, 1.0854961E-003, 1.0854961E-003
 1.7760004E+002, 3.4614423E+001,-9.0511793E+000,-2.3688751E+001, 4.9990850E-001, 5.2043706E-001, 0.0000000E+000, 0.0000000E+000, 3.0320637E+000, 2.8948387E+000, 1.3100483E-003, 1.3100483E-003
 1.7820682E+002, 4.5394974E+001,-1.2385246E+001,-2.9324199E+001, 1.8404082E-002, 5.9975803E-001, 0.0000000E+000, 0.0000000E+000, 4.5067545E+000, 4.3036908E+000, 1.7149360E-003, 1.7149360E-003
 1.7880397E+002, 5.6224075E+001,-1.5187125E+001,-3.0309066E+001,-4.6454423E-002, 7.1979180E-001, 0.0000000E+000, 0.0000000E+000, 1.1883317E+001, 1.1401222E+001, 1.7245987E-003, 1.7245987E-003
 1.7941672E+002, 3.7023394E+001,-9.3072041E+000,-3.2665080E+001,-6.2679704E-001, 4.8174220E-001, 0.0000000E+000, 0.0000000E+000,-4.2628708E+000,-5.0939453E+000, 1.2408704E-003, 1.2408704E-003
 1.8000897E+002, 4.3879527E+001,-1.1700308E+001,-3.3081823E+001,-3.8374556E-001, 6.0546554E-001, 0.0000000E+000, 0.0000000E+000,-5.1672141E-001,-6.8088358E-001, 1.5198641E-003, 1.5198641E-003
 1.8060445E+002, 5.2271405E+001,-1.3353652E+001,-2.7457858E+001,-7.6547205E-002, 1.5452916E+000, 0.0000000E+000, 0.0000000E+000, 1.2636350E+001, 1.2928639E+001, 2.2218557E-003, 2.2218557E-003
 1.8120724E+002, 7.0780527E+001,-1.8652468E+001,-4.0694799E+001,-7.4470129E-001, 8.0152674E-001, 0.0000000E+000, 0.0000000E+000, 1.2504614E+001, 1.1490084E+001, 2.1003282E-003, 2.1003282E-003
 1.8180939E+002, 3.7297844E+001,-8.8323600E+000,-5.0093048E+001,-1.1196088E+000, 4.5199199E-001, 0.0000000E+000, 0.0000000E+000,-2.1096037E+001,-2.2295181E+001, 1.1741791E-003, 1.1741791E-003
 1.8241292E+002, 2.5756423E+001,-6.9014549E+000,-3.6246307E+001,-2.7304325E-001, 3.7968202E-001, 0.0000000E+000, 0.0000000E+000,-1.6968708E+001,-1.7284701E+001, 9.6964267E-004, 9.6964267E-004
 1.8300351E+002, 3.6139377E+001,-9.9234127E+000,-3.1510705E+001, 2.1812197E-001, 5.1431643E-001, 0.0000000E+000, 0.0000000E+000,-4.7784498E+000,-4.5623020E+000, 1.3099352E-003, 1.3099352E-003
 1.8361356E+002, 6.2177769E+001,-1.5679256E+001,-1.8963323E+001, 3.5425626E-001, 2.2106765E+000, 0.0000000E+000, 0.0000000E+000, 2.8817698E+001, 3.0100123E+001, 3.2878735E-003, 3.2878735E-003
 1.8420013E+002, 1.3242412E+002,-3.6771520E+001,-3.6009225E+001,-1.1460225E+000, 1.7725429E+000, 0.0000000E+000, 0.0000000E+000, 6.0755315E+001, 6.0269891E+001, 4.3608070E-003, 4.3608070E-003
 1.8481245E+002, 6.0145620E+001,-1.5100114E+001,-6.8336451E+001,-3.2780696E+000, 6.4467105E-001, 0.0000000E+000, 0.0000000E+000,-2.3800335E+001,-2.5924343E+001, 1.6966894E-003, 1.6966894E-003
 1.8540775E+002, 3.3382401E+001,-9.0144489E+000,-6.1340766E+001,-1.4467971E+000, 4.7689652E-001, 0.0000000E+000, 0.0000000E+000,-3.7437642E+001,-3.7942714E+001, 1.2111322E-003, 1.2111322E-003
 1.8601576E+002, 4.1269602E+001,-1.1009632E+001,-4.4247370E+001,-1.7310547E-001, 5.7611089E-001, 0.0000000E+000, 0.0000000E+000,-1.3650052E+001,-1.3584394E+001, 1.4714267E-003, 1.4714267E-003
 1.8661507E+002, 4.5424694E+001,-1.1555619E+001,-3.0812805E+001,-2.4652885E-001, 5.5951008E-001, 0.0000000E+000, 0.0000000E+000, 4.0947352E+000, 3.3692506E+000, 1.4860399E-003, 1.4860399E-003
 1.8721790E+002, 3.4449726E+001,-9.2227744E+000,-3.6836079E+001,-1.6267242E-001, 4.9766561E-001, 0.0000000E+000, 0.0000000E+000,-1.0690495E+001,-1.1274135E+001, 1.1693968E-003, 1.1693968E-003
 1.8781604E+002, 3.5161730E+001,-9.0570070E+000,-2.7002767E+001, 3.5146571E-001, 5.2136386E-001, 0.0000000E+000, 0.0000000E+000, 2.6358271E-001,-2.5214388E-002, 1.2967262E-003, 1.2967262E-003
 1.8841628E+002, 3.9426952E+001,-1.0639832E+001,-2.5700101E+001, 1.4451117E-001, 5.4543251E-001, 0.0000000E+000, 0.0000000E+000, 3.8981723E+000, 3.7769624E+000, 1.4451607E-003, 1.4451607E-003
 1.8900488E+002, 4.8890589E+001,-1.2603657E+001,-3.2178145E+001, 5.5538125E-002, 5.5508608E-001, 0.0000000E+000, 0.0000000E+000, 5.6769308E+000, 4.7194113E+000, 1.3795375E-003, 1.3795375E-003
 1.8962387E+002, 2.0729623E+001,-5.0027408E+000,-3.1182720E+001,-1.7767828E-001, 2.6962947E-001, 0.0000000E+000, 0.0000000E+000,-1.4705301E+001,-1.5363887E+001, 6.8381635E-004, 6.8381635E-004
 1.9021384E+002, 2.4044062E+001,-6.3600158E+000,-2.8450136E+001, 3.7432179E-001, 3.6543670E-001, 0.0000000E+000, 0.0000000E+000,-9.8430061E+000,-1.0026331E+001, 8.7863005E-004, 8.7863005E-004
 1.9081126E+002, 3.2817864E+001,-8.5549274E+000,-2.1947710E+001, 5.8752090E-001, 4.5833000E-001, 0.0000000E+000, 0.0000000E+000, 3.3606836E+000, 3.3610775E+000, 1.1651547E-003, 1.1651547E-003
 1.9140869E+002, 4.1343253E+001,-1.1223245E+001,-2.0435071E+001, 3.5003106E-001, 5.0571713E-001, 0.0000000E+000, 0.0000000E+000, 1.0787553E+001, 1.0540685E+001, 1.4446237E-003, 1.4446237E-003
 1.9200613E+002, 3.7396527E+001,-9.6653601E+000,-2.6885288E+001, 8.1728880E-002, 4.9768199E-001, 0.0000000E+000, 0.0000000E+000, 2.2127658E+000, 1.4252901E+000, 1.2065092E-003, 1.2065092E-003
 1.9260394E+002, 3.0280326E+001,-7.5885465E+000,-3.0778345E+001, 8.2576183E-002, 4.1199359E-001, 0.0000000E+000, 0.0000000E+000,-6.9488178E+000,-7.5919963E+000, 1.0132346E-003, 1.0132346E-003
 1.9320369E+002, 2.7342098E+001,-7.1013912E+000,-2.8232694E+001, 2.1503999E-001, 3.8188739E-001, 0.0000000E+000, 0.0000000E+000,-7.0227711E+000,-7.3950602E+000, 9.4833687E-004, 9.4833687E-004
 1.9380344E+002, 3.2638564E+001,-8.7941463E+000,-2.3228728E+001, 2.9499661E-001, 4.5311711E-001, 0.0000000E+000, 0.0000000E+000, 1.4993160E+000, 1.3638037E+000, 1.1645702E-003, 1.1645702E-003
 1.9440320E+002, 3.6400022E+001,-9.6682938E+000,-2.2686234E+001, 2.6905789E-001, 5.1600439E-001, 0.0000000E+000, 0.0000000E+000, 5.1946695E+000, 4.8305564E+000, 1.2488347E-003, 1.2488347E-003
 1.9500685E+002, 4.1818557E+001,-1.0511091E+001,-2.4162218E+001, 4.8762645E-002, 6.6725172E-001, 0.0000000E+000, 0.0000000E+000, 8.1622056E+000, 7.8612614E+000, 1.4799572E-003, 1.4799572E-003
 1.9561478E+002, 5.1282040E+001,-1.4017297E+001,-2.8543869E+001,-9.5234376E-002, 7.1867357E-001, 0.0000000E+000, 0.0000000E+000, 9.5768812E+000, 9.3443135E+000, 1.7693622E-003, 1.7693622E-003
 1.9621608E+002, 4.9726533E+001,-1.2818145E+001,-3.2201140E+001,-5.0002990E-001, 6.1427501E-001, 0.0000000E+000, 0.0000000E+000, 5.7926244E+000, 4.8214931E+000, 1.5842035E-003, 1.5842035E-003
 1.9681841E+002, 3.2156737E+001,-8.1344578E+000,-3.4612925E+001,-5.3490900E-001, 4.1832795E-001, 0.0000000E+000, 0.0000000E+000,-1.0028341E+001,-1.0707227E+001, 1.0807299E-003, 1.0807299E-003
 1.9741199E+002, 3.8945891E+001,-1.0908414E+001,-3.1972222E+001,-5.5738199E-002, 6.6991511E-001, 0.0000000E+000, 0.0000000E+000,-3.5455355E+000,-3.3205691E+000, 1.5121237E-003, 1.5121237E-003
 1.9800356E+002, 5.5923358E+001,-1.5224543E+001,-2.8576676E+001,-1.8283148E-001, 7.3722855E-001, 0.0000000E+000, 0.0000000E+000, 1.3027514E+001, 1.2676535E+001, 1.8421885E-003, 1.8421885E-003
 1.9861247E+002, 3.8003563E+001,-9.1544829E+000,-3.6064847E+001,-6.1129535E-001, 5.1244942E-001, 0.0000000E+000, 0.0000000E+000,-6.3247857E+000,-7.3146123E+000, 1.2299638E-003, 1.2299638E-003
 1.9921622E+002, 4.2942448E+001,-1.2163041E+001,-3.2694828E+001,-2.5792340E-001, 7.0037837E-001, 0.0000000E+000, 0.0000000E+000,-1.7165056E+000,-1.4729661E+000, 1.6805124E-003, 1.6805124E-003
 1.9981549E+002, 5.4889105E+001,-1.4500812E+001,-3.1112354E+001,-3.3374836E-001, 7.6554409E-001, 0.0000000E+000, 0.0000000E+000, 1.0200580E+001, 9.7077349E+000, 1.8376434E-003, 1.8376434E-003
 2.0040520E+002, 5.0959877E+001,-1.3129703E+001,-3.9079406E+001,-6.4259900E-001, 8.3125703E-001, 0.0000000E+000, 0.0000000E+000,-7.1137310E-001,-1.0605743E+000, 1.7433435E-003, 1.7433435E-003
 2.0101074E+002, 9.6646588E+001,-2.6800932E+001,-3.3021616E+001,-5.6026815E-001, 2.1077940E+000, 0.0000000E+000, 0.0000000E+000, 3.7784126E+001, 3.8371565E+001, 4.0095726E-003, 4.0095726E-003
 2.0160495E+002, 6.7977799E+001,-1.7497314E+001,-6.2579967E+001,-2.5213208E+000, 7.5630985E-001, 0.0000000E+000, 0.0000000E+000,-1.1839496E+001,-1.3864493E+001, 1.9087173E-003, 1.9087173E-003
 2.0220927E+002, 3.3950363E+001,-8.5174722E+000,-5.0641599E+001,-1.0655109E+000, 4.4540546E-001, 0.0000000E+000, 0.0000000E+000,-2.5437231E+001,-2.5828814E+001, 1.1439797E-003, 1.1439797E-003
 2.0282027E+002, 3.1060624E+001,-8.5608450E+000,-3.8983715E+001,-8.4298286E-002, 4.3648007E-001, 0.0000000E+000, 0.0000000E+000,-1.5744673E+001,-1.6131754E+001, 1.1400260E-003, 1.1400260E-003
 2.0340472E+002, 4.1575676E+001,-1.0791291E+001,-3.4579690E+001, 1.1210393E-001, 5.8161735E-001, 0.0000000E+000, 0.0000000E+000,-2.9994739E+000,-3.1015834E+000, 1.4017349E-003, 1.4017349E-003
 2.0400249E+002, 3.5567242E+001,-9.1108166E+000,-2.7516019E+001,-2.4850383E-002, 5.0284782E-001, 0.0000000E+000, 0.0000000E+000, 5.5014753E-002,-5.8159557E-001, 1.2758259E-003, 1.2758259E-003
 2.0460904E+002, 4.5371765E+001,-1.2747687E+001,-2.9348245E+001,-6.8415213E-004, 6.2758068E-001, 0.0000000E+000, 0.0000000E+000, 3.7833983E+000, 3.9027302E+000, 1.5958329E-003, 1.5958329E-003
 2.0520569E+002, 5.1740348E+001,-1.3733694E+001,-2.5872439E+001,-1.5386910E-002, 1.1407073E+000, 0.0000000E+000, 0.0000000E+000, 1.3323242E+001, 1.3259536E+001, 2.4072809E-003, 2.4072809E-003
 2.0580721E+002, 1.2713998E+002,-3.5465267E+001,-3.6137408E+001,-9.8854864E-001, 1.5946897E+000, 0.0000000E+000, 0.0000000E+000, 5.6522345E+001, 5.6143443E+001, 4.1209399E-003, 4.1209399E-003
 2.0640585E+002, 6.3050372E+001,-1.5634000E+001,-6.7793788E+001,-3.2291820E+000, 7.1086226E-001, 0.0000000E+000, 0.0000000E+000,-2.1317586E+001,-2.2895735E+001, 1.8608896E-003, 1.8608896E-003
 2.0701315E+002, 4.2366909E+001,-1.1058035E+001,-6.3499808E+001,-1.1848104E+000, 5.4835863E-001, 0.0000000E+000, 0.0000000E+000,-3.2292974E+001,-3.2827386E+001, 1.4628404E-003, 1.4628404E-003
 2.0760168E+002, 4.3629089E+001,-1.1749061E+001,-3.6289955E+001,-1.4664738E-001, 6.1493855E-001, 0.0000000E+000, 0.0000000E+000,-3.9070049E+000,-3.9416353E+000, 1.5462027E-003, 1.5462027E-003
 2.0821060E+002, 4.2343960E+001,-1.0868939E+001,-3.5540043E+001,-2.7904968E-001, 8.0456934E-001, 0.0000000E+000, 0.0000000E+000,-3.3282727E+000,-3.5395020E+000, 1.7265646E-003, 1.7265646E-003
 2.0880714E+002, 1.2062748E+002,-3.3842295E+001,-3.0916171E+001,-2.9465040E-001, 2.9249849E+000, 0.0000000E+000, 0.0000000E+000, 5.6851104E+001, 5.8499346E+001, 5.0686868E-003, 5.0686868E-003
 2.0940640E+002, 9.7539263E+001,-2.5922910E+001,-6.8661583E+001,-3.5167900E+000, 1.0152551E+000, 0.0000000E+000, 0.0000000E+000, 2.6763850E+000, 4.5323527E-001, 2.6781086E-003, 2.6781086E-003
 2.1001648E+002, 4.5795462E+001,-1.1622211E+001,-7.7827807E+001,-1.8725103E+000, 5.7930123E-001, 0.0000000E+000, 0.0000000E+000,-4.4415207E+001,-4.4947765E+001, 1.5788802E-003, 1.5788802E-003
 2.1061240E+002, 4.7968579E+001,-1.2790285E+001,-4.0091135E+001,-4.0396793E-001, 6.4564101E-001, 0.0000000E+000, 0.0000000E+000,-4.4877508E+000,-4.6711687E+000, 1.6629270E-003, 1.6629270E-003
 2.1120874E+002, 3.7555038E+001,-9.5637589E+000,-4.3312758E+001,-3.9694705E-001, 4.9293578E-001, 0.0000000E+000, 0.0000000E+000,-1.4494019E+001,-1.5225490E+001, 1.3111466E-003, 1.3111466E-003
 2.1181793E+002, 3.7272321E+001,-1.0150579E+001,-3.2943004E+001, 1.2905374E-001, 5.4981158E-001, 0.0000000E+000, 0.0000000E+000,-5.1087855E+000,-5.1423966E+000, 1.5200442E-003, 1.5200442E-003
 2.1241565E+002, 5.5812068E+001,-1.5317256E+001,-2.8283197E+001, 2.1304192E-001, 6.7484005E-001, 0.0000000E+000, 0.0000000E+000, 1.3070868E+001, 1.3099497E+001, 1.7649530E-003, 1.7649530E-003
 2.1300601E+002, 4.5623691E+001,-1.1713964E+001,-3.6467069E+001,-4.0417597E-001, 5.9407063E-001, 0.0000000E+000, 0.0000000E+000,-1.4475954E+000,-2.3674468E+000, 1.5093657E-003, 1.5093657E-003
 2.1361182E+002, 4.7760499E+001,-1.3011735E+001,-3.9499698E+001,-2.8628619E-001, 6.7525677E-001, 0.0000000E+000, 0.0000000E+000,-4.2852635E+000,-4.3619627E+000, 1.7161040E-003, 1.7161040E-003
 2.1420834E+002, 4.8483988E+001,-1.2539718E+001,-3.1974962E+001,-2.3956733E-001, 6.0442336E-001, 0.0000000E+000, 0.0000000E+000, 5.0243018E+000, 4.3341644E+000, 1.6275469E-003, 1.6275469E-003
 2.1480728E+002, 3.5929301E+001,-9.4244917E+000,-3.9491480E+001,-1.6175267E-001, 4.8829601E-001, 0.0000000E+000, 0.0000000E+000,-1.2024849E+001,-1.2660128E+001, 1.2177759E-003, 1.2177759E-003
 2.1541560E+002, 4.0560103E+001,-1.0787264E+001,-2.7100522E+001, 1.7511766E-001, 7.2267526E-001, 0.0000000E+000, 0.0000000E+000, 3.2021296E+000, 3.5701094E+000, 1.4681610E-003, 1.4681610E-003
 2.1601205E+002, 8.8984162E+001,-2.3135739E+001,-2.5649076E+001, 6.7155009E-002, 2.2507320E+000, 0.0000000E+000, 0.0000000E+000, 4.2133926E+001, 4.2517235E+001, 3.8354685E-003, 3.8354685E-003
 2.1660725E+002, 1.2721200E+002,-3.4905432E+001,-5.9721550E+001,-1.8502558E+000, 2.0827108E+000, 0.0000000E+000, 0.0000000E+000, 3.3524210E+001, 3.2817476E+001, 4.4732374E-003, 4.4732374E-003
