s,C,kg/m2/s,kW/m2,kW/m2,kW/m2,C,kW/m3,kW/m3,kW/m2
Time,"temp","burn","rad","gauge","con","gas","hrrpuv","qr","U"
 3.3121606E+002, 4.0811279E+002, 2.7697928E-003, 5.9553378E+000, 2.0762082E+001, 2.7888930E-001, 4.6198581E+002, 1.2345653E+003,-3.2697920E+002, 1.0308800E+002
 3.3181166E+002, 4.1472606E+002, 3.1636692E-003, 6.8843012E+000, 2.2291872E+001, 2.9694931E-001, 4.7002596E+002, 1.3354938E+003,-4.7486263E+002, 1.0747971E+002
 3.3240727E+002, 4.0052257E+002, 2.7819020E-003, 5.4571677E+000, 1.9341427E+001,-1.4037850E-002, 3.9754243E+002, 1.1192196E+003,-3.0157067E+002, 9.6247943E+001
 3.3300508E+002, 3.9285933E+002, 2.1957109E-003, 5.2266808E+000, 1.8425445E+001, 2.8100308E-002, 3.9881379E+002, 1.0740643E+003,-3.1764157E+002, 9.1644471E+001
 3.3361172E+002, 4.0556857E+002, 2.7785010E-003, 6.9906230E+000, 2.1859161E+001, 4.1733929E-001, 4.7862754E+002, 1.4307268E+003,-4.7904166E+002, 1.4974033E+002
 3.3420955E+002, 5.4055526E+002, 1.9392965E-002, 3.1855798E+001, 6.8327480E+001, 3.1563293E+000, 8.8383001E+002, 3.4237599E+003,-1.0582603E+003, 4.1700977E+002
 3.3480763E+002, 4.5009659E+002, 1.1705517E-002, 1.7360176E+001, 4.0617678E+001, 2.4286220E+000, 7.2522712E+002, 2.6549148E+003,-1.0044719E+003, 1.7621824E+002
 3.3541399E+002, 4.2069214E+002, 5.4088180E-003, 8.7524752E+000, 2.4573133E+001, 1.4273270E-001, 4.4294877E+002, 1.4508603E+003,-2.5448548E+002, 1.2503547E+002
 3.3600796E+002, 1.3969430E+003, 2.7637873E-002,-1.3492357E+003, 3.0014393E+001,-3.0930792E+000, 6.6341050E+002, 2.4119617E+003,-1.2174926E+003, 5.2157379E+002
 3.3660356E+002, 1.3520016E+003, 8.7688180E-002,-1.5113239E+003, 9.1044326E+001, 6.5355951E-001, 1.1635688E+003, 3.2614263E+003,-2.5911703E+003, 1.7445916E+003
 3.3721613E+002, 4.8085893E+002, 8.5271310E-003, 1.5646941E+001, 4.1054800E+001, 1.7723680E+000, 7.0064674E+002, 2.3950302E+003,-1.0282157E+003, 1.8436537E+002
 3.3780483E+002, 4.7867020E+002, 1.0708330E-002, 1.8529951E+001, 4.3800392E+001, 1.7526689E+000, 6.9933488E+002, 2.3201222E+003,-1.1689144E+003, 1.9192503E+002
 3.3841737E+002, 4.1781166E+002, 5.4404004E-003, 9.5656543E+000, 2.5786489E+001, 2.5768989E-001, 4.5831598E+002, 1.5557486E+003,-3.0807210E+002, 1.2634359E+002
 3.3901015E+002, 4.2763992E+002, 6.2650369E-003, 1.2736520E+001, 3.1536868E+001, 1.2419012E+000, 5.9763018E+002, 2.0100847E+003,-7.7070792E+002, 1.4259423E+002
 3.3960482E+002, 4.1355131E+002, 1.0371480E-002, 1.6581744E+001, 3.6160792E+001, 1.4973567E+000, 6.2030167E+002, 1.9694623E+003,-4.7726912E+002, 4.1325536E+002
 3.4020643E+002, 5.9308627E+002, 9.5986880E-003, 2.0460499E+001, 6.2905727E+001, 3.4281294E+000, 9.5315372E+002, 3.4426388E+003,-1.8273044E+003, 2.8263900E+002
 3.4081181E+002, 5.2694367E+002, 7.7584246E-003, 1.3449717E+001, 4.3322008E+001, 1.5051731E+000, 7.2447952E+002, 2.3232660E+003,-1.1529492E+003, 1.9621090E+002
 3.4141157E+002, 4.9558866E+002, 7.1570404E-003, 1.1225342E+001, 3.7062466E+001, 1.2278216E+000, 6.6508950E+002, 2.1407812E+003,-7.3240470E+002, 1.7139891E+002
 3.4201384E+002, 4.3216311E+002, 3.6349086E-003, 7.7151695E+000, 2.4883862E+001, 3.8619828E-001, 5.0095970E+002, 1.4880192E+003,-5.3893204E+002, 1.1988926E+002
 3.4260578E+002, 4.4857266E+002, 4.7250831E-003, 9.5611219E+000, 2.8483555E+001, 4.5159785E-001, 5.2786290E+002, 1.6105367E+003,-5.7105560E+002, 1.3466417E+002
 3.4322049E+002, 4.1632022E+002, 3.4207151E-003, 6.4875568E+000, 2.1993373E+001, 1.8668066E-001, 4.5228071E+002, 1.2588076E+003,-3.3003977E+002, 1.0934576E+002
 3.4380560E+002, 4.0312839E+002, 2.4412393E-003, 6.0768213E+000, 2.0273796E+001, 1.4486069E-001, 4.3097773E+002, 1.2069556E+003,-3.6389258E+002, 9.9625265E+001
 3.4440665E+002, 4.0526681E+002, 2.7438581E-003, 6.1992531E+000, 2.0598569E+001, 1.3573581E-001, 4.3253113E+002, 1.1729290E+003,-3.0285161E+002, 1.0246419E+002
 3.4500286E+002, 4.1547935E+002, 3.2638473E-003, 7.8965891E+000, 2.3700893E+001, 4.7129402E-001, 4.9687185E+002, 1.4260960E+003,-4.7857847E+002, 1.8428750E+002
 3.4560330E+002, 5.5773796E+002, 2.3398272E-002, 3.8359756E+001, 7.8677704E+001, 3.9324978E+000, 9.6176914E+002, 2.5055042E+003,-1.5446417E+003, 5.4091119E+002
 3.4620194E+002, 5.5519952E+002, 1.5510114E-002, 1.7493835E+001, 6.0650722E+001, 5.4038573E+000, 1.0398679E+003, 2.7792628E+003,-1.4229328E+003, 2.5411004E+002
 3.4680295E+002, 5.0380190E+002, 6.7678519E-003, 1.1241551E+001, 3.8404296E+001, 1.7105404E+000, 7.1988875E+002, 2.2790468E+003,-7.4907778E+002, 1.7902411E+002
 3.4740738E+002, 4.9182314E+002, 6.9405870E-003, 1.1390265E+001, 3.6259226E+001, 1.0999725E+000, 6.3868141E+002, 1.9663576E+003,-7.3894093E+002, 1.6982327E+002
 3.4801547E+002, 5.4509019E+002, 1.1035831E-002, 2.8186071E+001, 6.1233250E+001, 4.5286960E-001, 6.2286463E+002, 2.2134582E+003,-9.1931377E+002, 3.2965761E+002
 3.4860016E+002, 6.2323893E+002, 2.8553961E-002, 3.7868589E+001, 9.2054749E+001, 4.6947498E+000, 1.0860925E+003, 2.4833419E+003,-1.9792602E+003, 4.8421716E+002
 3.4921119E+002, 5.1156823E+002, 1.6430005E-002, 2.3411872E+001, 5.6504265E+001, 5.2217947E+000, 9.8707887E+002, 3.0310676E+003,-1.1716829E+003, 3.4153654E+002
 3.4980852E+002, 5.3793710E+002, 7.3529214E-003, 1.4018636E+001, 4.6604927E+001, 2.2090872E+000, 7.9569425E+002, 2.4028220E+003,-9.8587091E+002, 2.7146900E+002
 3.5040930E+002, 6.1608856E+002, 1.5528485E-002, 2.3135181E+001, 7.0247310E+001, 3.0956363E+000, 9.5432822E+002, 3.0084053E+003,-1.3942333E+003, 3.3992953E+002
 3.5100375E+002, 4.9249659E+002, 9.6572983E-003, 1.3181826E+001, 4.0682939E+001, 2.4757546E+000, 7.6352885E+002, 2.8490398E+003,-6.5186560E+002, 1.8798698E+002
 3.5160452E+002, 5.2506306E+002, 1.4639074E-002, 2.7380243E+001, 5.8944172E+001, 2.0786521E+000, 7.6775014E+002, 2.8310607E+003,-1.5755843E+003, 2.8688516E+002
 3.5220302E+002, 4.8704132E+002, 1.9681055E-002, 2.7562321E+001, 5.8859038E+001, 4.4352812E+000, 9.3229912E+002, 3.0672275E+003,-1.3056765E+003, 2.5294628E+002
 3.5280082E+002, 4.8571999E+002, 6.6636580E-003, 1.4116185E+001, 3.9689274E+001, 2.0462938E+000, 7.3256810E+002, 2.2310381E+003,-9.2803778E+002, 1.7955711E+002
 3.5341514E+002, 5.4839130E+002, 9.8530047E-003, 1.6057119E+001, 5.0060665E+001, 2.2592918E+000, 8.0763257E+002, 3.0430562E+003,-1.3016970E+003, 2.2098533E+002
 3.5400446E+002, 5.5403730E+002, 1.1871478E-002, 2.1925850E+001, 5.6852856E+001, 2.1729734E+000, 8.1363268E+002, 3.0084440E+003,-1.6509964E+003, 2.6624272E+002
 3.5460368E+002, 5.9835850E+002, 2.4363391E-002, 3.7272698E+001, 8.3185518E+001, 3.3946882E+000, 9.6079830E+002, 3.9151476E+003,-1.2528241E+003, 3.4116641E+002
 3.5520115E+002, 5.1601261E+002, 1.8700237E-002, 1.8798443E+001, 5.9858587E+001, 5.2216831E+000, 9.7861662E+002, 3.0999600E+003,-1.3278616E+003, 2.3696956E+002
 3.5580872E+002, 7.9645217E+002, 1.3187294E-002,-4.1729718E+002, 6.5187915E+001, 1.3693445E+000, 8.9490886E+002, 3.4269545E+003,-1.7644652E+003, 5.7061737E+002
 3.5640598E+002, 5.6850171E+002, 1.4583379E-002, 2.2285165E+001, 6.1200266E+001, 3.0930544E+000, 9.0673633E+002, 3.7652187E+003,-1.3951063E+003, 2.8669607E+002
 3.5700395E+002, 5.0657905E+002, 1.3029918E-002, 1.9145172E+001, 4.9675578E+001, 2.8813437E+000, 8.2424628E+002, 2.6859559E+003,-8.5378860E+002, 2.2154132E+002
 3.5760961E+002, 4.5817565E+002, 1.0757369E-002, 2.0636984E+001, 4.3702522E+001, 1.6258396E+000, 6.6492322E+002, 2.7322553E+003,-7.3366894E+002, 2.1284377E+002
 3.5820307E+002, 6.8731328E+002, 2.7702471E-002, 3.8107849E+001, 1.0449250E+002, 3.7002941E+000, 1.0460551E+003, 1.7915594E+003,-1.4574280E+003, 5.2087791E+002
 3.5880203E+002, 5.3064504E+002, 1.1715333E-002, 1.6009680E+001, 5.1497632E+001, 4.0966656E+000, 9.4678885E+002, 4.1640550E+003,-1.2071657E+003, 2.1881163E+002
 3.5941025E+002, 5.2191277E+002, 1.3946906E-002, 2.2418467E+001, 5.4871977E+001, 3.0655874E+000, 8.5820351E+002, 3.9891273E+003,-1.4405348E+003, 2.4159237E+002
 3.6000209E+002, 4.4397024E+002, 8.5561440E-003, 1.3250179E+001, 3.4438366E+001, 1.5682678E+000, 6.3413717E+002, 2.3397728E+003,-6.6287558E+002, 1.6236405E+002
 3.6061442E+002, 4.9731963E+002, 1.6930461E-002, 2.5702696E+001, 5.6139038E+001, 2.8238325E+000, 7.9230980E+002, 4.1947182E+003,-1.7976263E+003, 2.3551233E+002
 3.6120201E+002, 6.2395958E+002, 1.4687683E-002, 2.6631859E+001, 7.3873603E+001, 2.8637903E+000, 9.3904005E+002, 4.1992978E+003,-1.6744070E+003, 3.4765999E+002
 3.6181139E+002, 5.7571445E+002, 1.8012336E-002, 2.6469578E+001, 6.8401399E+001, 4.0693539E+000, 9.9158129E+002, 3.7182784E+003,-1.1351659E+003, 3.4017540E+002
 3.6241215E+002, 5.0426748E+002, 1.7899067E-002, 2.5970861E+001, 5.8973225E+001, 4.6570798E+000, 9.6307531E+002, 3.2740328E+003,-1.5402866E+003, 2.5099026E+002
 3.6300327E+002, 6.6487272E+002, 1.2811662E-002,-2.8783030E+002, 4.1171756E+001, 1.1058541E+000, 6.9810212E+002, 2.8975691E+003,-6.6421819E+002, 3.5854958E+002
 3.6361425E+002, 5.9984797E+002, 1.4663274E-002, 2.6575899E+001, 6.9005129E+001, 2.4085756E+000, 8.7562043E+002, 4.2892731E+003,-2.3397700E+003, 3.4854025E+002
 3.6421133E+002, 6.0263505E+002, 2.4757173E-002, 3.9791609E+001, 8.5097054E+001, 2.7120983E+000, 9.0906072E+002, 4.3646157E+003,-1.4286828E+003, 3.6759836E+002
 3.6481098E+002, 4.9879234E+002, 1.9978946E-002, 2.8427280E+001, 6.2579993E+001, 5.3850944E+000, 1.0203638E+003, 3.7536127E+003,-1.4102546E+003, 2.6666910E+002
 3.6540463E+002, 6.0092232E+002, 1.5391856E-002, 2.6077601E+001, 7.0848484E+001, 3.8472186E+000, 9.9790470E+002, 3.5419633E+003,-1.9019991E+003, 3.5772999E+002
 3.6600791E+002, 5.3077149E+002, 1.5296885E-002, 2.2043142E+001, 5.6975362E+001, 3.7686662E+000, 9.2210565E+002, 2.9528149E+003,-1.0904623E+003, 2.5253986E+002
 3.6660582E+002, 4.9196682E+002, 1.6950274E-002, 2.6842815E+001, 5.5533312E+001, 2.4990951E+000, 7.7350737E+002, 3.5660058E+003,-1.4422271E+003, 2.4544727E+002
 3.6721376E+002, 5.9245573E+002, 1.3784317E-002, 2.1402982E+001, 6.6794958E+001, 2.9301653E+000, 8.7603203E+002, 3.2981953E+003,-1.5923704E+003, 2.8611409E+002
 3.6780667E+002, 6.7253824E+002, 1.7047161E-002, 3.0788595E+001, 8.5523459E+001, 1.7762794E+000, 8.9158058E+002, 2.0296684E+003,-1.2263126E+003, 3.5167403E+002
 3.6840060E+002, 6.2971374E+002, 2.1564028E-002, 3.0621341E+001, 8.2782322E+001, 3.7187419E+000, 1.0199544E+003, 3.1100110E+003,-1.9194801E+003, 3.5073601E+002
 3.6901286E+002, 5.1251025E+002, 1.7550190E-002, 2.5870192E+001, 5.9791435E+001, 4.5740366E+000, 9.6631166E+002, 3.6185609E+003,-1.5912118E+003, 2.4955412E+002
 3.6960094E+002, 5.3930686E+002, 1.5001919E-002, 2.5336122E+001, 6.1520176E+001, 3.6242379E+000, 9.1207613E+002, 4.1913901E+003,-1.5460672E+003, 2.6792304E+002
 3.7020550E+002, 6.8323257E+002, 1.7455409E-002, 2.9921915E+001, 8.8646523E+001, 2.3321264E+000, 9.5489238E+002, 3.5201297E+003,-1.7690625E+003, 3.6636811E+002
 3.7081129E+002, 5.5363524E+002, 1.2863756E-002, 2.0798176E+001, 5.7022868E+001, 2.8967413E+000, 8.6625805E+002, 3.1643746E+003,-1.4409961E+003, 2.5391795E+002
 3.7140977E+002, 5.1810330E+002, 1.3667137E-002, 2.2366257E+001, 5.2473606E+001, 1.8001031E+000, 7.3074257E+002, 1.7966407E+003,-4.1485063E+002, 2.6537370E+002
 3.7201003E+002, 4.8706971E+002, 1.5615750E-002, 2.2310627E+001, 5.3864512E+001, 5.4428234E+000, 1.0049742E+003, 3.7114931E+003,-1.0445358E+003, 2.2541844E+002
 3.7261405E+002, 5.1897512E+002, 1.2479639E-002, 1.9096769E+001, 5.6452730E+001, 3.2877111E+000, 8.6536465E+002, 3.8500556E+003,-1.4906795E+003, 2.5536223E+002
 3.7320001E+002, 5.8608986E+002, 1.2012396E-002, 1.8515758E+001, 6.0373477E+001, 3.8147716E+000, 9.8253618E+002, 3.9881232E+003,-1.3530865E+003, 3.1475385E+002
 3.7380576E+002, 5.9603590E+002, 1.6395752E-002, 2.6386349E+001, 7.0176849E+001, 3.4913427E+000, 9.6431885E+002, 3.3106027E+003,-1.4425035E+003, 3.3965185E+002
 3.7441419E+002, 5.2029291E+002, 1.5139669E-002, 2.3242855E+001, 5.7138898E+001, 4.1266932E+000, 9.4004213E+002, 2.6600137E+003,-1.4025031E+003, 2.5091410E+002
 3.7500926E+002, 5.8930053E+002, 2.5139244E-002, 3.9295431E+001, 8.5453383E+001, 4.1039960E+000, 1.0009524E+003, 3.6717966E+003,-1.9898672E+003, 3.9593924E+002
 3.7560513E+002, 5.7687036E+002, 1.2355827E-002, 1.9339681E+001, 5.9086458E+001, 3.1774296E+000, 9.1591876E+002, 1.9413133E+003,-1.0654908E+003, 2.9776737E+002
 3.7621269E+002, 5.6013727E+002, 1.4474552E-002, 2.2200923E+001, 6.1098385E+001, 4.0851230E+000, 9.7491196E+002, 3.4419877E+003,-1.3634308E+003, 2.9127152E+002
 3.7681214E+002, 5.3862912E+002, 1.9539707E-002, 3.0283592E+001, 6.7614824E+001, 4.4081688E+000, 9.8138696E+002, 4.3589420E+003,-1.6789142E+003, 3.0853505E+002
 3.7741016E+002, 5.9029256E+002, 2.0240478E-002, 2.9178009E+001, 7.7182374E+001, 4.7551229E+000, 1.0327380E+003, 2.4042334E+003,-1.4789066E+003, 5.0077702E+002
 3.7800703E+002, 5.5306102E+002, 1.1643769E-002, 1.6845045E+001, 5.4909807E+001, 4.4823843E+000, 9.9484756E+002, 3.3403453E+003,-1.3841424E+003, 2.4036687E+002
 3.7860716E+002, 5.8013483E+002, 1.8339483E-002, 2.9230059E+001, 7.1711833E+001, 4.1535575E+000, 1.0020981E+003, 3.8338579E+003,-1.9502868E+003, 3.0697416E+002
 3.7920225E+002, 5.1203549E+002, 2.0883803E-002, 3.0600242E+001, 6.4765991E+001, 4.3376158E+000, 9.4530183E+002, 4.5409574E+003,-1.4852631E+003, 2.8684166E+002
 3.7980987E+002, 5.8578634E+002, 1.5032057E-002, 2.6996182E+001, 6.9626612E+001, 3.3417403E+000, 9.2446395E+002, 3.7577028E+003,-2.0654973E+003, 3.0075673E+002
 3.8041182E+002, 5.5635123E+002, 1.3742056E-002, 2.0769545E+001, 5.8440490E+001, 3.4461761E+000, 9.2383225E+002, 3.8864688E+003,-1.4948711E+003, 2.5775464E+002
 3.8100233E+002, 5.6801801E+002, 2.3385268E-002, 3.8595178E+001, 7.9510043E+001, 3.6474607E+000, 9.3745538E+002, 3.3533210E+003,-1.2662492E+003, 3.4001834E+002
 3.8160510E+002, 4.7933649E+002, 1.4942117E-002, 2.4334245E+001, 5.6377720E+001, 4.6737810E+000, 9.6219253E+002, 2.0015124E+003,-9.5844018E+002, 2.3199413E+002
 3.8220846E+002, 5.7309561E+002, 1.3430005E-002, 2.2065578E+001, 6.1845622E+001, 3.0699963E+000, 9.0438476E+002, 3.4352423E+003,-1.7870807E+003, 2.7220333E+002
 3.8280342E+002, 5.7098115E+002, 1.9677302E-002, 3.1509403E+001, 7.1702577E+001, 3.0295899E+000, 9.0652321E+002, 3.4144844E+003,-1.6795037E+003, 3.3504035E+002
 3.8340003E+002, 5.3985774E+002, 2.3777530E-002, 3.5445525E+001, 7.2208628E+001, 3.1039918E+000, 8.5693524E+002, 1.7631227E+003,-6.9981005E+002, 3.5919718E+002
 3.8400083E+002, 5.4384426E+002, 1.0944508E-002, 1.9061532E+001, 5.3781638E+001, 3.1120060E+000, 8.7370609E+002, 3.4264816E+003,-7.5012973E+002, 2.2848520E+002
 3.8460597E+002, 5.6587850E+002, 1.8193947E-002, 3.2342164E+001, 7.0929419E+001, 2.7811285E+000, 8.7352993E+002, 3.5970561E+003,-2.1589171E+003, 3.2534085E+002
 3.8520560E+002, 5.2936613E+002, 2.3872426E-002, 3.3176300E+001, 7.1670485E+001, 5.7822585E+000, 1.0577558E+003, 2.0926918E+003,-9.5746729E+002, 3.3755344E+002
 3.8580438E+002, 5.2892500E+002, 9.7616173E-003, 1.7983097E+001, 5.1092334E+001, 3.3875433E+000, 8.8695945E+002, 2.2817215E+003,-1.1713442E+003, 2.2302956E+002
 3.8641477E+002, 5.6609838E+002, 1.8960120E-002, 3.0685420E+001, 7.1345584E+001, 4.2314045E+000, 9.9376085E+002, 3.7423451E+003,-2.0417775E+003, 3.1534015E+002
 3.8700225E+002, 5.6955395E+002, 2.5984328E-002, 3.9091476E+001, 8.1746144E+001, 4.3329787E+000, 9.8313328E+002, 2.3617468E+003,-1.1116316E+003, 3.4374147E+002
 3.8760829E+002, 5.1622327E+002, 1.0851586E-002, 1.5949979E+001, 4.9096875E+001, 4.4633600E+000, 9.6241397E+002, 3.8644107E+003,-9.7653902E+002, 2.1199551E+002
 3.8820761E+002, 5.8733402E+002, 1.8743089E-002, 3.3879012E+001, 7.7552046E+001, 4.1732324E+000, 1.0051913E+003, 4.2626149E+003,-1.9633906E+003, 6.0227977E+002
 3.8880592E+002, 6.6068805E+002, 1.4298157E-002, 2.3807152E+001, 7.8981738E+001, 3.7923427E+000, 1.0545200E+003, 2.3697348E+003,-1.9659821E+003, 3.5120619E+002
 3.8940403E+002, 5.7853804E+002, 1.3377726E-002, 1.8406005E+001, 6.0278597E+001, 4.0030026E+000, 9.8473107E+002, 3.0334650E+003,-1.2916430E+003, 2.6978784E+002
 3.9000005E+002, 5.1930524E+002, 1.0653208E-002, 1.9354122E+001, 4.9842791E+001, 2.3556724E+000, 7.9366568E+002, 3.9817589E+003,-1.5727851E+003, 2.2306458E+002
 3.9060943E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.3970100E+002, 4.5042137E+003,-1.7426223E+003, 2.8794798E+002
 3.9120959E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.2964821E+002, 5.7473630E+002,-2.7662754E+002, 3.5653764E+002
 3.9181250E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1925058E+002, 3.8809592E+003,-3.2936025E+002, 1.7869657E+002
 3.9240924E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9295181E+002, 2.7860041E+003,-1.4945934E+003, 3.2468809E+002
 3.9300624E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9095745E+002, 1.3138706E+003,-6.3036872E+002, 2.2303967E+002
 3.9360472E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1599519E+002, 1.0171486E+002,-1.6745940E+002, 1.6815605E+002
 3.9420428E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0719081E+002, 0.0000000E+000, 5.5672232E+001, 3.6104721E+002
 3.9480912E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6163722E+002, 1.3157229E+003,-5.1292069E+002, 2.3743482E+002
 3.9540830E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8235243E+002, 7.4300442E+002,-3.8770913E+002, 1.8381091E+002
 3.9600301E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4532861E+002, 0.0000000E+000,-1.8838286E+002, 1.8008148E+002
 3.9661047E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8312193E+002, 0.0000000E+000,-1.9309292E+002, 2.2685747E+002
 3.9720800E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8659087E+002, 0.0000000E+000,-2.2117344E+002, 1.9705954E+002
 3.9780233E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4582137E+002, 0.0000000E+000,-1.9592497E+002, 1.7329354E+002
 3.9840243E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8210360E+002, 1.2118171E+003,-5.0544594E+002, 1.9957520E+002
 3.9900701E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6224283E+002, 2.3359176E+003,-7.2395277E+002, 1.9089188E+002
 3.9960034E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0553368E+002, 7.1978577E+002,-3.9890053E+002, 2.5990097E+002
 4.0021187E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7562541E+002, 1.3982859E+003,-4.4567683E+002, 1.7250719E+002
 4.0080861E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1378127E+002, 4.9361305E+003,-1.4063941E+003, 2.5425968E+002
 4.0141081E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5043900E+002, 3.0212401E+002,-2.1047077E+002, 2.3295753E+002
 4.0200886E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6231699E+002, 0.0000000E+000,-2.8684636E+002, 2.5370804E+002
 4.0260853E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.2977563E+002, 2.2458734E+003,-5.5909428E+002, 1.9119389E+002
 4.0320474E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7903341E+002, 8.0732147E+002,-4.0809058E+002, 2.0318374E+002
 4.0380277E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6831769E+002, 0.0000000E+000,-1.5838724E+002, 2.4027036E+002
 4.0440022E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0528297E+002, 0.0000000E+000,-2.5679145E+002, 1.9684528E+002
 4.0501128E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9741406E+002, 2.1967836E+002,-2.5218659E+002, 2.2313172E+002
 4.0560239E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9493868E+002, 4.2422325E+003,-5.6477467E+002, 2.0111791E+002
 4.0620373E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1769735E+002, 6.5184903E+002,-2.3844991E+002, 2.9236728E+002
 4.0680661E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1064720E+002, 0.0000000E+000,-2.3616940E+002, 2.2441585E+002
 4.0740636E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.2322559E+002, 0.0000000E+000,-2.1676263E+002, 2.5976180E+002
 4.0800648E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5568130E+002, 1.0796870E+003,-6.8876775E+002, 2.1630161E+002
 4.0860560E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8422811E+002, 0.0000000E+000,-2.0376522E+002, 2.1422950E+002
 4.0920199E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8239488E+002, 1.6745066E+002,-1.9946080E+002, 3.2147679E+002
 4.0980876E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0004711E+002, 5.9651990E+002,-3.7575666E+002, 3.1978853E+002
 4.1040909E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9199911E+002, 9.7510563E+002,-4.1320170E+002, 1.9868880E+002
 4.1100196E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3980962E+002, 0.0000000E+000,-1.8103866E+002, 1.7965545E+002
 4.1160959E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7761413E+002, 9.2685752E+002,-4.7553480E+002, 2.1104537E+002
 4.1220513E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0424550E+002, 0.0000000E+000,-1.6568218E+002, 2.8525663E+002
 4.1280547E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1500192E+002, 1.0699759E+003,-5.1760666E+002, 1.9215426E+002
 4.1341096E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.2619654E+002, 7.4359616E+002,-4.1929872E+002, 2.7005576E+002
 4.1401096E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6387647E+002, 6.9009771E+002,-3.0403950E+002, 2.5672403E+002
